fen,evaluation
r1bq1k1r/pppp1ppp/2n2n2/Q7/2Pp4/N5P1/PB2PP1P/R3KBNR,374
rnbqkbnr/2pp3p/1p2pp2/p5p1/PQP5/7P/1P1PPPPR/RNB1KBN1,-148
r1bqkb1r/2p1pp2/p1n2np1/Pp1p3p/NP1P1P2/8/R1P1P1PP/2BQKBNR,-243
r3kb1r/p1p1pppp/3q3n/1pnp3P/P7/2P2PPN/1P1PP1B1/RNBQ1K1R,360
rnbqk1nr/2ppbpp1/8/pp2p2p/PP5P/2N5/2PPPPP1/R1BQKBNR,75
rnbqkbnr/ppp1p1pp/5p2/3p4/6P1/3P1N2/PPP1PP1P/RNBQKB1R,-201
Bnbqkbnr/2pppppp/p7/8/1p6/6P1/PPPPPP1P/RNBQK1NR,527
rnbqkbnr/p2ppp1p/1p6/2p3p1/8/PP5N/2PPPPPP/RNBQKB1R,148
rnb1k1nr/2ppqp1p/1p2p2b/7P/p4p2/PPP2R2/3PP1P1/RNBQKBN1,-364
1nb1kbnr/r1p1pp2/1p1p2p1/p6p/4P3/3q1P2/PPPP2PP/RNBK1QNR,547
rn1qk1nr/3pp1bp/bp4p1/p1p1Pp2/2P2NP1/1P1P4/P4P1P/RNBQKB1R,53
r1bq1knr/pppp1ppp/8/n3p3/4P3/b2P1P2/PPP1K1PP/RNBQ1BNR,522
r1bk1bnr/p2ppppp/nppq4/8/4P3/4QP2/PPPPN1PP/RNB1KB1R,169
rnbqkbn1/pppp1p1r/8/4p1pp/PP2P1Q1/3P3N/2P2PPP/RNB1KBR1,-661
r2q1bnr/p1pppkpp/1p6/1b6/4P3/8/PPPP1PPP/RNB1K1NR,-585
r1b1kbnr/pp1ppp2/1qn3p1/2p4p/5P2/3P3N/PPP1P1PP/RNBQ1BKR,-109
rnbqkb1r/pp1pnppp/4p3/2p5/2P2P2/1PN5/P2PP1PP/R1BQKBNR,-50
r1bqkb1r/1ppppp1p/2B3pn/8/p5P1/NP6/P1PPPP1P/R1BQK1NR,-190
r1bqkbnr/p2pp1pp/1pp5/4n3/6p1/N1P1P2B/PP1P1P1P/R1BQ1KNR,-276
1rbqkbnr/1ppppp1p/2n3p1/p2P4/8/2N2P2/PPP1P1PP/R1BQKBNR,373
rn1qk2r/p2b1pbp/1pp4n/1Q1pp1p1/2P5/5P1N/PP1PPKPP/RNB2B1R,-833
r1bqkb1r/p1pppppp/np6/8/1PP1P3/3P1NP1/P4nBP/RNBQK2R,328
rnbqkb1r/3pnppp/1p2p3/p7/P2Q4/1P2B2P/2P1PPPR/RN2KBN1,-319
r1bqkb1r/1ppppppp/2n2n2/8/p4NP1/4P3/PPPP1P1P/RNBQKB1R,-49
r1bqkb1r/1pp1pp1p/p2p1n2/R5p1/1PN5/3PP2N/2P2PPP/2BQKB1R,302
rn1qkbnr/ppp1pp2/3p2p1/1b5p/4PB2/2NP1P2/PPP2KPP/R2Q1BNR,-17
r1bqkbnr/p1pp1p2/6pp/1p2p3/1n4PP/5B1R/PPPPPP2/RNBQ1KN1,-221
rnbq1knr/pppp1ppp/8/4p3/6P1/P4P1P/1PPbP3/RNBQKBNR,453
rnbqkbnr/ppp3p1/3p4/4pp1p/1P1P1P2/2N5/P1PQP1PP/R1B1KBNR,-44
r3kb1r/p1p1pppp/1pb1q2n/n2p4/4Q3/1PP4N/P2PBPPP/RNB1K2R,-773
rnbqkb1r/p1pppppp/8/1p1n2B1/8/1P1P4/P1P1PPPP/RN1QKBNR,110
rn2kbr1/pppqpppn/2b3Qp/3p4/3P4/2N1P3/PPP1BPPP/1RB1K1NR,565
rnbqkb1r/1p1p1ppp/p1p5/4p3/3P4/4P1nP/PPP2PP1/RNBQKBNR,-381
rnbqkb1r/pp1pp2p/6pn/2p2p2/8/N4NPP/PPPPPP2/R1BQKB1R,44
rnbqkbnr/1ppppppp/8/8/p7/4PNP1/PPPP1P1P/RNBQKB1R,38
rnbqk2r/1p1p1p1p/4pP2/1pb3p1/2p2N2/3PB3/P1PQ1PPP/RN2KB1R,435
rnbqkbnr/pppppp2/7p/6p1/PP6/8/1BPPPPPP/RN1QKBNR,512
r3kbnr/1bpn1p1p/p2q2p1/4p3/3P3N/P3P3/RPP2PPP/1NBQKR2,-575
rnb1kbnr/1ppp3p/4ppp1/p5q1/P1P1N3/6P1/1P1PPP1P/R1BQKBNR,580
rnb1qknr/pp3p2/4p1P1/2pp3R/8/P7/RPPPPKP1/1NBQ1BN1,598
1rbqk2r/pppp1ppp/2nbp3/6P1/1P4n1/3P1P1B/P1PBP2P/RN1QK1NR,-89
r1bqk1nr/p1ppppbp/n7/6p1/1pPP1BP1/P7/1P2PP1P/RN1QKBNR,115
1rbqkbnr/2pppp1p/ppn5/8/2P3p1/N2PB2P/PPQ1PPP1/R3KBNR,159
rnb1kbnr/p2pq2p/1p2p3/2p2pp1/7P/P3KPP1/NPPPP3/1RBQ1BNR,-111
rnb1k1nr/pp1p1ppp/8/2p1p3/B5P1/P3P3/R1PP1P1P/1NBQK1NR,760
r1bqkb1r/p2pp1pp/n1p2p1n/1p6/1P6/2NPP2N/P1PK1PPP/R1BQ1B1R,-169
rnb1kbnr/pppp1pp1/4pqQ1/7p/3P4/N1P2P2/PP2P1PP/R1B1KBNR,-689
1nbqkbnr/1p1p1p1p/r5p1/p1p5/P1P4P/R7/1P1PPPP1/1NB1KBNR,-649
r1bqkb1r/nppppnpp/p7/2P5/Q2P1B2/8/PP1NPPPP/R2K1BNR,120
r1bq1bnr/p2ppk2/1p3p2/2pP2p1/Pn3PP1/7N/1PP1P2P/RNBK1B1R,-527
rnb1k1nr/1pqppp2/7p/p1p1b1P1/2PP1P2/4B2N/PPQ1P1P1/RN2KBR1,0
rnbqkbnr/1pppp2p/p4p2/6p1/5PP1/1QP5/PP1PP2P/RNB1KBNR,-111
rnbqkbnr/1ppp2pp/p4p2/4p3/1P1P1B2/P7/2P1PPPP/RN1QKBNR,-401
rn2k2r/1pp1q2p/p3pppn/3p1P2/P1BPP1b1/b1N5/1PP3PP/R1BQK1NR,354
rnbk1bnr/5ppp/p3p3/1ppp4/P3P1Pq/RP6/2PP1P2/1NBQKBNR,649
rnb4r/pppkn3/4p2p/3P2p1/1b3pQq/3BP1PN/PP1PKP1P/RNB1R3,541
r1bqkbnr/pppppp1p/2n3p1/1P6/8/4P3/P1PP1PPP/RNBQKBNR,16
rnbqkbnr/pp1pp2p/2p2p2/6N1/8/2PP4/PP2PPPP/RNBQKB1R,-112
rnb1kbnr/1pqppp1p/p1p5/6pQ/1P2P3/2N5/P1PP1PPP/1RB1KBNR,202
rBqk1b1r/1pp1pppp/2n1b2n/3p4/1P6/N7/P1PPPPPP/R2QKBNR,-291
r1bqkbnr/p2p4/np2p3/2p4p/1P4pp/N4N2/P1PPPPB1/R1BQK2R,-25
rn1q1bnr/pbpppk1p/1p6/5PB1/1P1P3P/N2Q2p1/P1P2PP1/R3KBNR,284
r1bq1bnr/pp1kppp1/n1pp4/2P5/QP4pP/8/P2PPPR1/RNB1KBN1,-189
rn1qk1nr/pbppbppp/4p3/1p4P1/4NP2/1P2P3/P1PP3P/R1BQKBNR,137
r1bq3r/pp1pkp1p/2p4b/n3p1p1/1P1PnP2/P1P1K2P/1Q2P1P1/RNB2BNR,-618
rnbqkb1r/pp2ppp1/7n/2pp3p/NPP5/8/P2PPPPP/R1BQKBNR,128
rnbqkb1r/ppppp1p1/7p/5P2/1n1P1P2/5N2/PPP1P2P/RNBQKB1R,459
rnb1kbnr/pppp1ppp/8/4p3/P6q/6R1/1PPPPPPP/1NBQKBNR,-10
1nbqkbnr/r1pp4/p4ppp/1p2p3/3PP3/PB4P1/1PP2P1P/RNBQK1NR,213
1rbqkbnr/p3pp2/1pp5/2np4/QP1P4/P1P2pP1/3BP2P/RN2KBNR,248
r1bqk1nr/p1ppppb1/1p4Qp/8/1n6/N1P2Pp1/P2PP1PP/R1B1KBNR,658
r1bqk1nr/p1npp1b1/1p3p2/2p3pp/2PP2P1/N3PP1P/PP6/1RBQKBNR,-61
rnbqk2r/2ppbppp/1p2p2n/p7/4PPP1/2P5/PP1P3P/RNBQKBNR,45
rnb1k1nr/p2ppp2/1pp4b/q3P1P1/6Pp/5B1P/PPPP4/RNBQK1NR,511
rnb1kbnr/ppppqppp/4p3/8/P7/2P5/1P1PPPPP/RNBQKBNR,2
rnbqk2r/1p1p1p1p/4p1pn/p7/P1pb2P1/N4N1B/1PPPPP1P/R1BQK1R1,119
rnbqkb1r/2ppp2p/6pn/pp3p2/3BPP2/1PNP4/P1P2KPP/2RQ1BNR,-178
rnbqkb1r/pp1pp2p/6pn/2p2p2/N5PP/P7/1PPPPP2/R1BQKBNR,-121
1nbqkbnr/1ppppp1p/8/8/1p3pP1/r7/PBPPP2P/RN1QKBNR,227
rnbqkbnr/2pppp1p/p7/1p4pQ/1P2P3/5N2/P1PP1PPP/RNB1KB1R,1
rn1qkbnr/pbpppp2/6p1/1p5p/2P2P2/3P3P/PP1BP1P1/RN1QKBNR,-72
1rbqkbnr/ppppp3/n6p/6p1/P3p2P/1P6/2PPKPP1/RNBQ1BNR,-154
rnb1kbnr/1p1ppppp/p1p5/q7/2P2P2/6P1/PP1PP1BP/RNBQK1NR,48
r1bqk1n1/p2nb1pr/2pppp1p/1p3PP1/1B6/1PP4N/P1QPP2P/RN2KB1R,-79
rnbq1bnr/ppppk3/5pp1/4p2p/7P/P1N1PN2/1PPP1PP1/R1BQKB1R,220
rn1qkbnr/1bpppp2/1p6/6p1/Pp2P2p/2PPKP2/6PP/RNBQ1BNR,-209
rnbq2nr/p1ppkpp1/4p3/1pb4p/P6P/2P5/1P1PPPP1/RNBQKBNR,317
rnbqkb1r/p1p1pp1p/3p4/1p4pP/1n6/N3P1R1/PPPP1PP1/R1BQKBN1,87
1rbqkbnr/p1pppppp/n7/1p6/P6P/5N2/1PPPPPP1/RNBQKB1R,308
r1bqkb1r/pppppppp/7n/8/P2n4/1P4P1/R1PPPP1P/1NBQKBNR,20
rnbqkbnr/ppppp1p1/7p/5p2/2P1P2P/8/PP1P1PP1/RNBQKBNR,117
rnbq1k1r/1p1pn1pP/p1p1pp2/2P1b3/4P3/7P/PPQP1PB1/RNB1K1NR,200
rnbqk2r/p2p1ppp/2p4n/1pb1p2P/2P1PP2/5N2/PP1PQ1P1/RNB1KB1R,-59
rnbqk1nr/p1pp1pp1/4p2p/1p6/P4P2/3P4/1PPbPKPP/RNBQ1BNR,542
rn2kb1r/1ppqpp1p/p4np1/3p4/1P1P2P1/7b/P1PBPP1P/RN1QKB1R,-263
r1bqkb1r/p1ppnppp/2n1p3/1p6/2P1P3/P1N2Q2/1P1P1PPP/R1B1KBNR,-62
rn1qkbnr/1b1p1ppp/pp6/2p1p3/7P/NPP1PN2/P2P1PP1/R1BQKB1R,-145
1nb1kb1r/rp2np2/p2p2pp/q2Np3/PpPPP1P1/B6N/5P1P/R2QKB1R,557
r1bqkr2/p2pNp1p/n1p2npb/1p6/P2P1B2/8/1PP1PPPP/RN1QKB1R,369
rn1qkbnr/p1ppp2p/b5p1/1p3p1B/3P1P2/4P3/PPP3PP/RNBQK1NR,53
r1bqkbnr/pp2p2p/3p1p2/n1p3p1/6PP/1P1P3N/P1PBPP2/RN1QKB1R,107
rnb1kb1r/pp1p1ppp/4p2n/2p5/P2qPPB1/7N/2PP2PP/RNBQK2R,-143
rn1q1k1r/pppb1ppp/4p2n/3p4/5N2/3Bb2P/PPPP1PPR/RNBQK3,447
rnbqkbnr/pppp1p1p/6p1/4p3/8/P4P2/RPPPP1PP/1NBQKBNR,-190
rnbqk2r/pppp2pp/7n/4pp2/8/1PP2NPP/P2PPP2/RNbQKB1R,-101
rnb3nr/pppqpkb1/3p1p2/6pp/P2P1PP1/7N/RPP1PK1P/1NBQ1B1R,-334
r2qkbnr/pbp2p2/n2p4/p3p1pp/1P2P3/P7/1BPP1PPP/RNQ1K1NR,-510
r1bqkb1r/ppppppp1/8/2n2n1p/P5PP/1PPP4/4PP2/RNBQKBNR,501
rnb1kbnr/pp2pppp/2p5/2qp4/1PP5/P7/R2PPPPP/1NBQKBNR,633
rnbqkb1r/ppp1pppp/7n/3p4/1P6/6PN/P1PPPP1P/RNBQKB1R,-80
rnbk2nr/pp1p2pp/3bpq2/6P1/2P1Pp2/1P5P/P1PK1P2/RNB1QBNR,716
r2qkb1r/pbp1pp1p/n2pN1pn/1p6/P7/2P3P1/1P1PPP1P/RNBQKB1R,539
rnbqk1nr/pppp2p1/4pp2/2b4p/1P1P4/2P5/P2BPPPP/RN1QKBNR,562
rnbqkbnr/1ppp4/p3pp1p/6p1/1P4P1/8/P1PPPP1P/RNBQKBNR,-102
rnbqk1nr/1pppbppp/p7/1N2p3/8/5N2/PPPPPPPP/R1BQKB1R,5
r1bqkbnr/pppppp1p/2n3p1/1B6/5P2/4P3/PPPP2PP/RNBQK1NR,-7
1rbqkbnr/p1ppp1pp/2n5/1pB5/6p1/1P6/P1PPPP1P/RN1QKBNR,-291
r1bqk1nr/pppp1p1p/8/2b1p1p1/N5PP/3QP3/PP1P1P2/R1B1KBNR,478
r1bqkbnr/1p1ppp1p/2n3p1/2p5/pPP5/N2P3P/P1Q1PPP1/R1B1KBNR,-187
rnb1kbnr/pp3ppp/q1p1p3/3p4/4P3/2NP3N/PPP2PPP/R1BQKBR1,39
rnbqkbnr/ppp1p2p/3p1p2/8/5pP1/1PP5/P2PP1BP/RNBQK1NR,-250
rnbqk1nr/p1pp2pp/4p3/1p3p2/2P5/b3PP2/1P1P2PP/RNBQKBNR,438
rnbqkbnr/Qpppp1p1/8/5p1p/3P4/8/PPP1PPPP/RNB1KBNR,-577
r1bqkbnr/p2ppppp/np6/1Pp5/8/4P3/PBPP1PPP/RN1QKBNR,44
rnbk1b1r/1ppp1ppp/8/p3p1Nn/1P2P3/B7/P1PPQPPq/R2NKB1R,-176
r2qkbn1/p1p1pppr/3p3p/1p6/1n2PP2/NP5P/P1PPB2P/R1BQK2R,207
rnbqk2r/p1ppn1pp/8/1p2pp2/1b5P/P3P3/1PPPNPP1/RNBQKB1R,486
rn1q2nr/1ppk4/p3bp1p/3pp1p1/1b3P1P/P5K1/RPPPP1P1/1NB1QBNR,149
rn1qkbnr/p3p3/bpp2pp1/3p3p/PP2P1Q1/2PB1P2/1B1PN1PP/RN2K2R,422
rnbq2nr/pppkppbp/3N4/3p2p1/8/5P1N/PPPPP1PP/R1BQKB1R,-495
r2qkbnr/1pp1pp2/p2pb3/2P3pp/3n4/3QB2N/PP2PPPP/RN2KB1R,-271
rnbqkb1r/p1pppppp/1p3n2/8/7P/1PN5/P1PPPPP1/R1BQKBNR,-48
rnbqkb1r/p1ppp3/1p3p2/6pp/PPnN4/B1P4P/R2PPPP1/1N1QKB1R,200
rnbqkbnr/pp2pppp/8/2ppN3/8/6P1/PPPPPP1P/RNBQKB1R,23
r1bqkb1r/ppppp2p/n6n/P4pp1/3P4/5P2/RPP1P1PP/1NBQKBNR,46
rnb1kb1r/pppp2p1/3q1p1n/4pP1p/2P3P1/N2P1N2/PP2P1BP/R1BQK2R,142
rnb1kbnr/pp1pqpp1/4p3/2p4p/2P5/6PN/PP1PPP1P/RNBQKB1R,47
rnb1kbn1/1ppp1pp1/p6r/4p2p/3P3q/2P1P2N/PP1N1PPP/R1BQKBR1,14
r1b1kbnr/pppp2p1/n5qp/4pp2/PP6/R3P3/N1PPQPPP/2B1KBNR,-69
1rb1kbnQ/p1nqppp1/1p1p4/1Np5/6P1/2P5/PP1PPP1P/R1B1KBNR,513
r1bqkb2/1ppn1ppr/4p2n/pP1p3p/5P1P/2N4N/P1PPP1P1/1RBQKB1R,-43
1nb1kbn1/rp1ppppr/2q5/2p3Np/p1P2P1P/1PN3P1/P2PP3/R1BQKB1R,302
rnbqk1nr/ppp5/6pB/2bp1p2/2Pp4/PP2P2P/2Q2PP1/RN2KBNR,-420
rnbqkbnr/1pp2pp1/4p2p/p2p4/3P1PP1/N6B/PPPKP2P/R1BQ2NR,-217
rn1qkb1r/p2bp1pp/1pp5/1Q1p1p2/1P2n3/2P2N2/P2PPPPP/RNBK1B1R,-458
rnbq1bnr/1p1ppkpp/p1p2p2/8/1P5P/P4N2/2PPPPP1/RNBQKB1R,160
r1bqkbn1/p1ppp1p1/np6/4Bp1p/P1P1PP2/1P5N/3P2rP/RN1QKB1R,-87
rnbq1b1r/1ppkp1pp/7n/p2p1N2/8/P2P3N/1PP1PPPP/R1BQKB1R,396
rnbqkb1r/1pppppp1/p4n2/7p/8/2N1P2N/PPPP1PPP/R1BQKB1R,-4
r1bqkb2/ppppppp1/n6r/5n1p/3P4/2P3PN/PP1NP2P/R1BQKB1R,-69
r1bqkbr1/p2Np1pn/2p2p1p/1pn5/PP4P1/7P/1BPPPP1R/R2QKBN1,-181
r1bqkbnr/1pppp2p/6p1/5p2/pPP2P2/4P2P/P2PKnPR/RNBQ1BN1,-588
rn2kbnr/pp1bpppp/8/2pq2N1/3pP3/N1P5/PP1P1PPP/R1BQKB1R,-416
rnbqkb1r/1pppppp1/p4n2/7p/8/NP5P/P1PPPPP1/R1BQKBNR,-73
r1bqk1nr/ppN2p2/n1p4B/3pp1pp/Pb1P4/2P5/1P2PPPP/RN1QKB1R,-457
r1b1kb1r/1p2nppp/nq2p3/p1pp4/1P5P/P2P1P1R/2P1P1P1/RNBQKBN1,-367
r1bqkbnr/1pp1ppp1/8/p1np3p/1PPP4/P3P3/3Q1PPP/RNBK1BNR,486
rnb1kbr1/1ppqpppp/8/5n2/pP1pNP1P/P2PP3/2P2BP1/R2QKBNR,213
rnbq1b1r/ppppkp2/5np1/4pP1p/4P2P/2P5/PP1PQ1P1/RNB1KBNR,-122
rnbqkbnr/ppp1pppp/8/8/3pP3/3P1P2/PPP3PP/RNBQKBNR,-81
r1bq2nr/pppk1p1p/2n3pb/4p3/P1Pp4/NP1PPP2/4B1PP/1RBQK1NR,42
rnbqkbnr/ppp1p3/3p4/5ppp/7P/2N2PP1/PPPPP3/R1BQKBNR,261
2rqkbnr/ppp1p1pp/n3b3/1P1p1pB1/P7/2NP4/2P1PPPP/R2QKBNR,4
rnb2bnr/pp3kp1/1q2B3/2pp2pp/4N3/4P1P1/PPPP1P1P/R1BQK2R,-405
r1bqk1nr/p1pppp1p/1pn4b/1B6/P3P1p1/7N/1PPPQPPP/RNB1K2R,53
r2qkbnr/pp1b1p1p/2p1p3/4N1p1/2pP4/5N1P/PP2PPP1/R1BQKB1R,543
1nbqkbnr/r1p1p1p1/pp1p4/P4p1p/3P4/8/1PP1PPPP/RNBQKBNR,57
rnbq2r1/pp1pkp1p/2p4b/4p1p1/2PP2n1/P1N1P1PN/1PQ2P1P/1RB1KB1R,291
rn3qnr/p1pkpp1p/3p3b/1p3bp1/1PNP1P2/P1P3P1/4P3/R1BQKBNR,301
rnbqkb1r/ppp1p1p1/5p1n/2Pp3p/7P/7R/PP1PPPP1/RNBQKBN1,-105
rn1qk1nr/1pp1bpp1/B7/pN1pp2p/6Q1/4P2b/PPPP1PPP/R1B1K2R,-537
rnbqk1nr/2pp3p/4pp1b/pp2P1p1/2B2P2/7N/PPPP2PP/RNBQK1R1,269
rnbqkbnr/p1ppppp1/1p6/7p/5P2/P2P3N/1PPNP1PP/R1BQKBR1,1
1rbqkbnr/1ppppppp/2n5/p4P2/7P/PP1P4/R1P1P1P1/1NBQKBNR,-74
rnbqkb1r/4pp1p/pp1p3n/2p3p1/2NP4/P5PN/1PP1PP1P/R1BQKB1R,257
r1bqkbn1/pp1p1ppr/n1p4p/4p3/NP2P3/5P2/P1PP2PP/R1BQKBNR,120
r1bqkbnr/p1pppppp/np6/8/7P/P5P1/1PPPPP2/RNBQKBNR,31
r1bqkbnr/1pppp2p/p1n3p1/8/8/1QP4P/PP1PP1P1/RNB1KBNR,-12
rnbqk2r/pppp1ppp/4p2n/PN3P2/1b6/8/1PPPP1PP/R1BQKBNR,-193
r1b1kbnr/pppq1pp1/3p3p/2n1p3/7P/P2BP2Q/1PPP1PP1/RNB1K1NR,-599
rnbqkb1r/pp1ppp1p/2p4n/6p1/6P1/2NP3N/PPP1PP1P/R1BQKB1R,-1
3qkbnr/r1pbp1p1/1p3p1p/p2p4/1n5P/1PN2N2/PBPPPPP1/RQ2KB1R,257
rn1q1bnr/pbpkpp2/7p/1p1p4/1P3B2/N2P1P2/P1P1P1PP/R2QKBNR,240
1nbqkbnr/3p4/r1p1pp1p/pP4p1/R7/1QP1PN2/1P1PBPPP/1NB1K2R,632
rnb1kb1r/1p1ppppp/pqp2n2/8/7P/P4P2/1PPPP1P1/RNBQKBNR,-81
rnbqk1nr/2pp2b1/pp3p1p/P3p1p1/2PP2P1/1P3N2/4PP1P/RNBQKBR1,229
rnbqkbnr/pp2ppp1/2pp4/7p/4P3/P4P2/1PPPN1PP/RNBQKB1R,2
rnbqkb1r/pp1ppppp/7n/2p5/2P3Q1/4P3/PP1P1PPP/RNB1KBNR,-657
rnbqkbr1/1p2p2p/p1p4n/3p1ppN/6P1/PP1PP3/2P2PBP/RNBQK2R,-36
r1bqkbnr/ppppp1pp/n7/5p2/P7/2N5/RPPPPPPP/2BQKBNR,-81
1nbqk1nr/rp1pbppp/p3p3/2p5/4P3/8/PPPPNPPP/RNBQKBR1,-86
r1bqkbnr/pppppp1p/8/3n2pP/8/2N4N/PPPPPPP1/R1BQKB1R,440
rnbqk1nr/1pp1pp1p/p2p3b/6p1/3P4/N3PP1N/PPP3PP/R1BQKB1R,22
r2qk2r/p1ppppbp/b1n4n/1p4p1/1PB1P3/N4P2/P1PPK1PP/R1BQ2NR,-332
r1bqkbnr/1ppppp2/2n5/p2P3p/5p1P/2P1P1P1/PP6/RNBQKBNR,-77
rn1qkbnr/p1p1N1p1/1p5p/3pp3/5p2/6PP/PPPPPP2/R1BQKBNR,-16
r1bqkbnr/p1p1pp1p/1p1p4/6P1/P7/1R3n2/1PPPPPP1/RNBQKBN1,537
r1bqkbnr/ppp1pB1p/3p4/6pQ/2n1P1P1/8/PPPP1P1P/RNB1K1NR,441
r1bqkb1r/pppppp1p/2n2n2/6p1/PP6/2PP1N2/4PPPP/RNBQKB1R,24
rnbqk3/ppppbppr/5n2/4p2p/4PP2/7P/PPPPNKP1/1RBQ1BNR,-403
rnbqkbnr/2pppp1p/1p6/p5p1/3P4/5P1N/PPP1P1PP/RNBQKB1R,250
rnbqkbnr/ppppp1pp/5p2/8/8/2P3P1/PP1PPP1P/RNBQKBNR,42
rnbq1bn1/5ppr/ppppk2p/4p3/1PPPP2Q/P1N2N2/5PPP/R1B1KB1R,1121
r1bqkbnr/p1p1p3/3p1pp1/PN5p/1P6/R2P2P1/3PPP1P/1NBQKB1R,544
rnb1kb1r/1pq1pppp/2p4n/pP1p4/8/4P1PP/P1PPKP2/RNBQ1BNR,-111
rn1qkbnr/1bppppp1/8/pp4p1/2P5/N2P1N2/PP2PPPP/R2QKB1R,-519
r1b1kbnr/pppnppp1/3pq2p/1B6/4P3/BP5N/P1PP1PPP/RN1QK2R,92
1rbq1bnr/pppkp1pp/2n2pQ1/1B6/4p3/2P4P/PP1P1PP1/RNB1K1NR,127
rnb1kbnr/ppqppp1p/6p1/2p5/3P4/6PP/PPP1PP2/RNBQKBNR,54
r1b1kbnr/pppqp2p/3pnp1p/7P/3PP3/1Q5R/PPP1KPP1/RN3BN1,-405
rnbqkb1r/pp1pnp1p/2p1p3/6p1/1P2P3/N4P2/P1PP2PP/R1BQKBNR,17
rnbqkbnr/p5p1/2p2p1p/1P1pp3/1P2P3/2P4P/3PKPP1/RNBQ1BNR,204
rn1q1rk1/pb3p1p/B1p3pn/Pp1pp3/1b1P1P2/2R1PN2/1PP3PP/1NBQK2R,353
rn1qkb1r/p1p4p/3pbppn/4p3/Pp3P1P/1PB5/2PPP1P1/RNQ1KBNR,-163
rnbqkbnr/pp2p1pp/2p5/3p1p2/5PPP/8/PPPPP3/RNBQKBNR,20
rnbqkbnr/1ppp1ppp/4p3/p7/8/2P4P/PP1PPPP1/RNBQKBNR,-17
r1bqkbnr/p1pppppp/np6/8/4P3/N6N/PPPP1PPP/R1BQKB1R,44
rnb1kbnr/pp1pp2p/3q4/2p2pp1/P2P4/2P2P1N/1PQ1P1PP/RNB1KB1R,147
rnbqkbnr/1pp1pppp/8/p2p4/2P5/6P1/PPQPPP1P/RNB1KBNR,-51
rn3bnr/pp2kp2/3q2pp/2pp4/2P1p3/Q2PB1Pb/PP1KPP1P/RN3BR1,-368
rn1qkb1r/1b1ppppp/1p5n/p1p5/1P3PPP/N7/P1PPPK2/R1BQ1BNR,-559
r1b1k2r/ppp1qp1p/n2p3n/4p1p1/1P6/b3PP1N/P1PPBKPP/RNBQ3R,336
rnbqk1nr/ppp1pp2/3p3p/4b1p1/1P1BP1P1/8/P1PQ1P1P/RN2KBNR,-35
r1bqkbnr/1pppp1p1/7p/p4pN1/n3P3/P2P4/1PP2PPP/RNBQKB1R,-293
rnb1kb1r/2p1pppp/pq6/1p1P4/6n1/P5PN/1PPP1P1P/RNB1KB1R,-687
rq2kr2/p1ppppbp/b1n2np1/1p3P2/4P3/NPPP3N/P1Q3PP/R1B1KB1R,0
r1bqk1nr/pppp1p2/2n4b/4p1pp/P1N5/8/RPPPPPPP/2BQKBNR,-178
2bqkb1r/r1pppppn/8/pp2n1P1/5P2/P1N4B/1PPPP3/R1BQK1NR,191
rnb1kbn1/ppppqpp1/8/2r1p2p/P2P3P/NPR5/2P1PPP1/R1BQKBN1,-410
r1b1kbnr/pp2pppp/n1qp4/2p2P2/4N3/6PB/PPPPP2P/R1BQK1NR,-411
r1bqkbnr/1ppppppp/2n5/p4P2/8/6P1/PPPPP2P/RNBQKBNR,-212
rnbqk1n1/ppppbpp1/7B/4p2r/4PPp1/NP1P4/P1P1B2P/R2QK1NR,-615
rnb1kbnr/4ppp1/pp6/q1pp3p/2NP1P2/2P4P/PP2P1P1/1RBQKBNR,-378
rnbqkbnr/1pp1p1pp/p2p1p2/8/8/2N1PQ2/PPPP1PPP/R1B1KBNR,88
rnbqkbnr/ppp2pp1/3pp2p/8/8/P1N2P2/1PPPP1PP/R1BQKBNR,43
1rbqkbnr/pppppppp/n7/8/1P4P1/3P4/P1P1PP1P/RNBQKBNR,-143
rnb1kbnr/1ppp1ppp/p7/4p3/4PPQ1/2P3P1/PP1P3P/RNB1KBNR,698
rnbqkb1r/pppp2pp/7n/4pp2/2P4P/5P2/PPQPP1P1/RNB1KBNR,-145
r3kbnr/ppqbppp1/2np1R1p/2p5/P1P3P1/7P/1P1PPP2/1NBQKBNR,-589
rnbqkbnr/pp1pp1pp/8/5p2/1p2P3/N4P2/P1PP2PP/R1BQKBNR,-43
rnbqkb1r/ppppnppp/8/8/2P1p2P/4P3/PP1PNPP1/RNBQKB1R,162
rnbqkbnr/pp1p1pp1/2p1p3/7p/P1P5/4P3/1P1P1PPP/RNBQKBNR,61
rnbqkbnr/2pp1ppp/p3p3/1p6/P7/2P5/1P1PPPPP/RNBQKBNR,-17
rnb1k2r/pppp2pp/7n/4pp2/1PP2q1P/b1N5/PB1PPPP1/R2QKBNR,605
rn1qkbnr/ppp1pp1p/4b1p1/3p4/P7/2P5/1PNPPPPP/R1BQKBNR,3
r1bqkb1r/1ppnpppp/2np4/p7/P1P5/1P5N/1B1PPPPP/RNQ1KB1R,-114
rnbqkb1r/ppppnp1p/4p1p1/8/3N3P/1P6/P1PPPPP1/RNBQKB1R,-104
r1b1kbnr/pp2p1pp/n2p1p2/2p3B1/1P1PP3/3P4/P2Q1PPP/RN2K1NR,467
rnbqk1r1/1ppp1ppp/p6n/4p2P/5P2/b3P2R/PPPP2P1/RNBQKBN1,283
